BACIA,REGIAO,PERC1,PERC2,PERC3,PERC4,PERC5,PERC6
Alto Paraná,Sudeste,0.007253799009315569,0.02833861389336643,-0.08568301783355611,0.03763054827335751,-0.015076379966596562,0.03672219484674909
Alto Tietê,Sudeste,-2.542372881355944,-3.33333333333332,-28.22966507177033,-16.11374407582938,-10.179640718562887,-14.349775784753357
Amazonas (N),Norte,0.0,0.10717796636878713,1.8130992949958218,6.9337320709004775,6.985555131318266,2.985476634587349
Amazonas (SE),Sudeste,-0.0033627595112376042,-0.10759945333127859,-0.16533741658748174,-0.8018692648078943,7.287930325774318,5.175331754532155
Amazonas total,Total,-0.0031813097779501945,-0.09347238815019222,0.0012104912076779202,-0.0009256694481034701,7.2548113043927,4.94231683220843
Araguari,Norte,-0.02341533210490608,0.0,0.4708052624306561,3.4894238647202958,4.958243585126216,2.518903427987112
Baixo Paraná,Sudeste,0.010653247446276484,0.5059030789336753,-8.904729533526426,-9.531207188737936,-8.922641521916514,-6.411997609639611
Capivari,Sul,-5.882352941176476,0.0,-23.076923076923066,-16.66666666666666,-15.38461538461538,-18.18181818181817
Doce,Sudeste,-0.3898975194863304,-0.1326661644310459,-0.21132090402595427,-0.5377406403638836,-0.7215666991971342,-0.7802127058674038
Grande,Sudeste,-0.07397707253992361,0.9006772780741894,-0.07827835605989591,-0.11069968484813517,-0.27408098448913093,-0.07252124034062513
Iguaçu,Sul,-0.053772622386329044,-0.8495072245118517,-11.052600341528105,-37.406300685817044,-24.55947727251077,-15.837209542854074
Itabapoana,Sudeste,0.0,0.0,0.0,0.0,-5.263157894736834,-5.555555555555557
Itajaí-Açu,Sul,-1.8867924528301878,-1.6393442622950811,5.34351145038167,-34.83870967741935,-14.634146341463408,-5.952380952380958
Jacuí,Sul,-0.33995322055602273,3.437003637151536,22.750944434350824,38.105405841002735,19.86872225917469,13.76494855487071
Jequitinhonha (NE),Nordeste,-1.0309278350515512,0.0,-1.2345679012345616,-1.2820512820512882,0.0,0.0
Jequitinhonha (SE),Sudeste,0.0,0.0,0.0,-2.4390243902438886,-2.564102564102562,0.0
Jequitinhonha total,Total,-0.4983505641816306,0.0,-0.5938197893974484,-1.8796708950520653,-1.3175441984267062,0.0
Mucuri,Sudeste,-2.173913043478263,0.0,-1.960784313725477,-2.0408163265306136,0.0,0.0
Paraguai,Sudeste,-0.7791143477106395,-1.1796087685169887,0.0,-1.5568368118614062,0.0,-0.8806623069633812
Paraguaçu,Nordeste,-2.272727272727263,-2.777777777777787,0.0,-5.88235294117648,-5.88235294117648,0.0
Paranapanema (S),Sul,0.0,-0.4629629629629592,-18.8034188034188,-30.73394495412844,-29.225352112676067,-24.82014388489208
Paranapanema (SE),Sudeste,-0.2557647021608323,3.521888362421241,-12.804480882500076,-10.183588927634798,-10.747196865572011,-8.966645300986487
Paranapanema total,Total,-0.20371635130879187,2.7654916816264548,-14.277366908795347,-15.485751355233457,-15.648455651116752,-12.732060938128292
Paranaíba,Sudeste,-0.14731598732398704,-0.08223244211065413,-0.08188565388233186,-0.14349248417553992,-0.17838655118855073,-0.1664177242436251
Paraíba do Sul,Sudeste,-9.931409038079329,-11.218364559397683,-6.629308468010363,-1.2074946939813906,-2.1364252241750665,-3.437388253095899
Parnaíba,Nordeste,0.0,0.0,0.0,0.0,-5.3571428571428585,-9.38628158844766
Santa Maria da Vitória,Sudeste,-16.66666666666666,-20.000000000000007,0.0,0.0,-16.66666666666666,0.0
São Francisco (NE),Nordeste,-0.04677678211222961,-3.9829907988078666,-11.065573770491802,-8.547008547008552,-4.393305439330543,1.648351648351642
São Francisco (SE),Sudeste,-0.8680561806248059,-0.18389594526312178,-0.3418507674562951,-1.1350518705993828,-0.38392439887881985,-0.8468224026959552
São Francisco total,Total,-0.08335948106646289,-3.7995637606464157,-10.398779030572783,-8.046709639565579,-4.112405561190427,1.4712823429267128
Tietê,Sudeste,0.014011988657489007,-0.04084701756364106,-4.0356098213529386,-1.0881417189362028,-1.4556807368066187,-0.8438609685393987
Tocantins (N),Norte,-0.0017079307318338516,0.05668745502900277,1.2058948974228871,2.37941875800233,2.5127928397003707,2.3972269159818196
Tocantins (SE),Sudeste,-0.0423079514681913,0.17635001532201713,1.3193670564185487,1.2719529193471275,1.2191622949776664,1.2129150040369696
Tocantins total,Total,-0.0066133308495922765,0.07209868487800059,1.2240652779114143,2.176857711823633,2.2493384330362978,2.13534625483305
Uruguai,Sul,-0.24569349257337206,0.3783713632178097,21.954168393368274,1.902315297408601,4.8823613158102575,2.91796248166077
Xingu,Norte,0.0,0.0,0.07908054070290611,0.8408289820766865,25.5418799743316,36.450909717241146
