REGIAO,PERC1,PERC2,PERC3,PERC4,PERC5,PERC6
Nordeste,-0.07118878032444052,-3.8096888437743552,-10.478247447627597,-8.103197398018992,-4.354759634292856,1.1793304223829653
Norte,-0.0023490998527785664,0.03231365589691474,0.7159888700795954,2.2312334994067955,12.362204901099782,15.192689255692699
Sudeste,-0.24727797612608396,-0.015348102422333006,-2.964116014502747,-3.1492045688623365,-0.5170676436722358,-0.621709813177449
Sul,-0.2667948345222079,-0.03276274750305309,-2.419331688614651,-25.19277553594738,-15.40329194962952,-8.621792167685733
