REGIAO,PERC1,PERC2,PERC3,PERC4,PERC5,PERC6
Nordeste,-0.05605616168519298,-0.02552747110605691,-5.3259370623165925,-7.6745692940997134,-3.3538733119622988,0.3448579987916675
Norte,-0.004008700098682665,-0.0017546400027907765,-0.005479436028571961,0.09551558523206184,0.2799918467533093,2.453777956399257
Sudeste,-0.2583530361874421,-0.3288506512831237,0.42494326078452865,0.31583851437994404,0.225426305736983,0.85456548650994
Sul,-0.2515917417092527,-0.14311371433856956,-0.127332454812608,0.2897770011286581,0.13240696204269847,11.136656353472674
