Posto,NOME,PRODUTIBILIDADE,Tipo,S1,S2,S3,S4,S5,S6,ENA1,ENA2,ENA3,ENA4,ENA5,ENA6,BACIA,REGIAO
299,ILHA POMBOS,0.2702,ART,207.54736842105262,202.40526315789475,164.55789473684212,191.02105263157895,177.77894736842106,173.91052631578947,56.07929894736842,54.68990210526316,44.46354315789474,51.613888421052636,48.03587157894737,46.99062421052631,Paraíba do Sul,Sudeste
300,,,,,,,,,,,,,,,,Tietê,Sudeste
301,,,NAT,13,13,12,10,7,9,,,,,,,Alto Tietê,Sudeste
302,PIMENTAL_ART,0.114,ART,6915.832857142857,5536.5599999999995,4157.288571428571,3353.2185714285715,2980.5542857142864,2607.891428571428,788.4049457142858,631.16784,473.93089714285713,382.26691714285715,339.78318857142864,297.2996228571428,Xingu,Norte
303,FONTES,2.7014,ART,13.0,12.0,10.0,12.0,10.0,10.0,35.1182,32.4168,27.014,32.4168,27.014,27.014,Paraíba do Sul,Sudeste
304,,,ART,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Doce,Sudeste
306,PEREIRA PASSOS,0.3233,ART,113.45263157894736,120.59473684210526,107.4421052631579,124.97894736842105,118.22105263157894,115.08947368421053,36.67923578947368,38.98827842105263,34.736032631578944,40.40569368421052,38.22086631578947,37.20842684210526,Paraíba do Sul,Sudeste
313,,,,,,,,,,,,,,,,Paranaíba,Sudeste
314,,,,,,,,,,,,,,,,Paraíba do Sul,Sudeste
315,,,ART,100.45263157894736,108.59473684210526,97.4421052631579,112.97894736842105,108.22105263157894,105.08947368421053,,,,,,,Doce,Sudeste
316,,,ART,100.45263157894736,108.59473684210526,97.4421052631579,112.97894736842105,108.22105263157894,105.08947368421053,,,,,,,Doce,Sudeste
317,,,ART,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,Paraíba do Sul,Sudeste
318,H.BORDEN,5.6808,ART,35.4,36.5,33.9,26.1,17.3,24.7,201.10031999999998,207.3492,192.57912,148.26888,98.27784,140.31575999999998,Alto Tietê,Sudeste
319,,,ART,33.4,33.5,31.9,23.1,16.3,21.7,,,,,,,Alto Tietê,Sudeste
320,,,NAT,15,16,14,13,8,12,,,,,,,Alto Tietê,Sudeste
366,,,ART,7384,7682,9246,9040,7391,7086,,,,,,,,
