Posto,NOME,PRODUTIBILIDADE,Tipo,S1,S2,S3,S4,S5,S6,ENA1,ENA2,ENA3,ENA4,ENA5,ENA6,BACIA,REGIAO
032,CACH DOURADA,0.2702,NAT,1175,1105,1048,1016,977,937,317.485,298.57099999999997,283.1696,274.5232,263.98539999999997,253.1774,Paranaíba,Sudeste
033,SAO SIMAO,0.6355,NAT,1792,1688,1605,1565,1509,1451,1138.8159999999998,1072.724,1019.9775,994.5574999999999,958.9694999999999,922.1104999999999,Paranaíba,Sudeste
034,ILHA SOLTEIRA,0.3869,NAT,3757,3385,3218,3157,3113,2968,1453.5833,1309.6565,1245.0442,1221.4433000000001,1204.4197000000001,1148.3192000000001,Alto Paraná,Sudeste
037,BARRA BONITA,0.1776,ART,184.3,196.8,189.1,206.0,206.3,192.6,32.731680000000004,34.95168,33.58416,36.5856,36.63888,34.20576,Tietê,Sudeste
038,BARIRI,0.1848,ART,241.3,250.8,242.1,259.0,256.3,240.6,44.59224,46.34784,44.74008,47.8632,47.36424,44.46288,Tietê,Sudeste
039,IBITINGA,0.1737,ART,351.3,356.8,343.1,361.0,353.3,334.6,61.02081,61.97616,59.596470000000004,62.7057,61.36821,58.120020000000004,Tietê,Sudeste
040,PROMISSAO,0.213,ART,404.3,408.8,396.1,421.0,412.3,390.6,86.1159,87.0744,84.36930000000001,89.673,87.8199,83.1978,Tietê,Sudeste
042,N.AVANHANDAVA,0.2784,ART,427.3,429.8,416.1,444.0,436.3,412.6,118.96032,119.65632,115.84224,123.60959999999999,121.46592,114.86784,Tietê,Sudeste
043,TRES IRMAOS,0.4025,ART,452.3,442.8,430.1,458.0,450.3,426.6,182.05075000000002,178.227,173.11525000000003,184.345,181.24575000000002,171.7065,Tietê,Sudeste
045,JUPIA,0.18,ART,4500.3,4093.8,3904.1,3874.0,3839.3,3660.6,810.054,736.884,702.7379999999999,697.3199999999999,691.074,658.908,Alto Paraná,Sudeste
046,P.PRIMAVERA,0.1754,ART,5264.3,4691.8,4444.1,4434.0,4454.3,4248.6,923.3582200000001,822.94172,779.4951400000001,777.7236,781.28422,745.2044400000001,Baixo Paraná,Sudeste
047,JURUMIRIM,0.2907,NAT,44,46,42,47,73,63,12.7908,13.372200000000001,12.2094,13.6629,21.2211,18.3141,Paranapanema (SE),Sudeste
048,PIRAJU,0.2306,NAT,45,47,43,49,75,64,10.377,10.8382,9.9158,11.2994,17.295,14.7584,Paranapanema (SE),Sudeste
049,CHAVANTES,0.6177,NAT,66,69,62,86,116,98,40.7682,42.621300000000005,38.2974,53.1222,71.6532,60.534600000000005,Paranapanema (SE),Sudeste
050,LUCAS GARCEZ,0.1483,NAT,141,159,147,177,212,189,20.9103,23.5797,21.800099999999997,26.2491,31.4396,28.028699999999997,Paranapanema (SE),Sudeste
051,CANOAS 2,0.1288,NAT,147,180,167,198,234,210,18.9336,23.184,21.5096,25.502399999999998,30.1392,27.048,Paranapanema (SE),Sudeste
052,CANOAS 1,0.1489,NAT,159,173,161,191,227,204,23.6751,25.759700000000002,23.9729,28.4399,33.8003,30.375600000000002,Paranapanema (SE),Sudeste
053,PARANAPANEMA,0.1275,NAT,45,47,43,49,75,64,5.7375,5.9925,5.4825,6.2475000000000005,9.5625,8.16,Paranapanema (SE),Sudeste
057,GOV JAYME CANET JR,1.0494,NAT,71,79,63,74,88,91,74.5074,82.9026,66.1122,77.6556,92.34720000000002,95.4954,Paranapanema (S),Sul
061,CAPIVARA,0.3744,NAT,432,433,376,468,528,485,161.7408,162.11520000000002,140.7744,175.2192,197.6832,181.584,Paranapanema (SE),Sudeste
062,TAQUARUÇU,0.2221,NAT,470,470,411,507,566,524,104.387,104.387,91.28309999999999,112.6047,125.70859999999999,116.3804,Paranapanema (SE),Sudeste
063,ROSANA,0.1841,NAT,563,556,493,600,655,615,103.6483,102.35960000000001,90.7613,110.46000000000001,120.58550000000001,113.2215,Paranapanema (SE),Sudeste
066,ITAIPU ART.,1.0244,ART,7302.3,6376.8,5886.1,6063.0,6315.3,6125.6,7480.47612,6532.39392,6029.72084,6210.9372,6469.39332,6275.0646400000005,Baixo Paraná,Sudeste
071,STA CLARA PR,0.8126,NAT,86,95,60,87,87,80,69.8836,77.197,48.756,70.6962,70.6962,65.008,Iguaçu,Sul
072,FUNDÃO,0.8307,NAT,90,100,63,94,92,85,74.763,83.07,52.3341,78.0858,76.4244,70.6095,Iguaçu,Sul
073,JORDÃO NAT.,0.0,NAT,111,119,79,119,113,105,0.0,0.0,0.0,0.0,0.0,0.0,Iguaçu,Sul
074,FOZ DO AREIA,1.0938,NAT,250,541,380,445,470,374,273.45000000000005,591.7458,415.64400000000006,486.74100000000004,514.086,409.0812,Iguaçu,Sul
075,SEGREDO,0.904,ART,434,749,529,683,678,572,392.336,677.096,478.216,617.432,612.912,517.088,Iguaçu,Sul
077,SLT SANTIAGO,0.8921,NAT,550,918,642,839,821,695,490.65500000000003,818.9478,572.7282,748.4719,732.4141,620.0095,Iguaçu,Sul
078,SALTO OSORIO,0.5747,NAT,566,980,682,897,873,739,325.2802,563.206,391.9454,515.5059,501.7131,424.7033,Iguaçu,Sul
081,BAIXO IGUAÇU,0.1458,NAT,983,1532,1039,1408,1335,1131,143.3214,223.36560000000003,151.48620000000003,205.28640000000001,194.64300000000003,164.89980000000003,Iguaçu,Sul
088,SAO ROQUE,0.4335,NAT,90,111,94,148,182,158,39.015,48.1185,40.749,64.158,78.897,68.493,Uruguai,Sul
089,GARIBALDI,0.3691,NAT,102,136,115,181,223,194,37.648199999999996,50.197599999999994,42.4465,66.80709999999999,82.3093,71.6054,Uruguai,Sul
092,ITÁ,0.9097,NAT,451,662,563,1006,933,786,410.2747,602.2214,512.1610999999999,915.1582,848.7501,715.0242,Uruguai,Sul
093,PASSO FUNDO,2.2252,NAT,55,79,60,71,66,73,122.38600000000001,175.79080000000002,133.512,157.9892,146.8632,162.4396,Uruguai,Sul
094,FOZ CHAPECO,0.4506,NAT,604,896,751,1234,1158,1008,272.1624,403.7376,338.4006,556.0404,521.7948,454.2048,Uruguai,Sul
097,MONTE CLARO,0.3541,NAT,46,114,96,186,186,241,16.288600000000002,40.3674,33.9936,65.8626,65.8626,85.33810000000001,Jacuí,Sul
098,CASTRO ALVES,0.7676,NAT,29,53,51,106,104,127,22.260399999999997,40.6828,39.1476,81.3656,79.8304,97.48519999999999,Jacuí,Sul
099,ESPORA,0.4021,NAT,56,55,54,55,57,56,22.5176,22.1155,21.7134,22.1155,22.919700000000002,22.5176,Paranaíba,Sudeste
101,SALTO PILAO,1.7641,NAT,63,65,47,71,75,67,111.1383,114.6665,82.9127,125.2511,132.3075,118.1947,Itajaí-Açu,Sul
102,SÃO JOSÉ,0.1878,NAT,463,251,214,252,258,272,86.95139999999999,47.1378,40.1892,47.3256,48.4524,51.0816,Uruguai,Sul
103,PASSO SÃO JOÃO,0.2545,NAT,484,261,222,262,268,283,123.178,66.4245,56.499,66.679,68.206,72.0235,Uruguai,Sul
110,ERNESTINA,0.0,NAT,12,35,24,38,32,43,0.0,0.0,0.0,0.0,0.0,0.0,Jacuí,Sul
111,PASSO REAL,0.3682,NAT,203,224,188,264,244,303,74.7446,82.47680000000001,69.22160000000001,97.2048,89.8408,111.56460000000001,Jacuí,Sul
112,JACUI,0.7951,NAT,207,227,191,269,246,306,164.5857,180.48770000000002,151.8641,213.8819,195.5946,243.3006,Jacuí,Sul
113,ITAUBA,0.7554,NAT,273,302,270,381,310,397,206.2242,228.1308,203.958,287.8074,234.17399999999998,299.8938,Jacuí,Sul
114,D.FRANCISCA,0.3356,NAT,342,385,357,505,381,497,114.7752,129.20600000000002,119.8092,169.478,127.8636,166.7932,Jacuí,Sul
115,CAP.CACH.,6.3542,NAT,12,10,9,11,9,9,76.2504,63.541999999999994,57.187799999999996,69.8962,57.187799999999996,57.187799999999996,Capivari,Sul
120,JAGUARI,0.5163,NAT,17,16,16,17,17,16,8.777099999999999,8.2608,8.2608,8.777099999999999,8.777099999999999,8.2608,Paraíba do Sul,Sudeste
121,PARAIBUNA,0.7007,NAT,32,33,32,33,33,32,22.4224,23.1231,22.4224,23.1231,23.1231,22.4224,Paraíba do Sul,Sudeste
122,SANTA BRANCA,0.3679,NAT,37,38,36,38,38,36,13.6123,13.9802,13.2444,13.9802,13.9802,13.2444,Paraíba do Sul,Sudeste
123,FUNIL,0.5575,NAT,115,108,103,109,109,102,64.1125,60.21,57.4225,60.7675,60.7675,56.865,Paraíba do Sul,Sudeste
126,SIMPLÍCIO ART.,0.9762,ART,111.09473684210525,76.68947368421053,70.44736842105263,70.68947368421053,66.68947368421053,60.32631578947368,108.45068210526314,74.86426421052631,68.77072105263157,69.00706421052631,65.10226421052631,58.8905494736842,Paraíba do Sul,Sudeste
131,NILO PEÇANHA,2.6871,ART,77.90526315789474,92.31052631578947,87.55263157894737,92.31052631578947,91.31052631578947,85.67368421052632,209.33923263157894,248.0476152631579,235.2626763157895,248.0476152631579,245.3605152631579,230.21375684210528,Paraíba do Sul,Sudeste
134,SALTO GRANDE,0.802,NAT,75,73,70,69,71,68,60.150000000000006,58.54600000000001,56.14,55.338,56.942,54.536,Doce,Sudeste
135,BARRA BRAUNA,0.2094,NAT,89,87,85,83,81,79,18.6366,18.2178,17.799,17.3802,16.9614,16.5426,Paraíba do Sul,Sudeste
141,BAGUARI,0.1698,NAT,348,333,323,318,329,312,59.0904,56.543400000000005,54.845400000000005,53.9964,55.864200000000004,52.9776,Doce,Sudeste
144,MASCARENHAS,0.1989,NAT,508,482,469,462,487,459,101.0412,95.8698,93.2841,91.8918,96.8643,91.29509999999999,Doce,Sudeste
145,RONDON II,0.5244,NAT,135,103,98,96,91,83,70.794,54.0132,51.3912,50.3424,47.7204,43.5252,Amazonas (SE),Sudeste
148,AIMORÉS,0.2558,NAT,408,387,376,370,386,365,104.36640000000001,98.9946,96.1808,94.64600000000002,98.73880000000001,93.367,Doce,Sudeste
149,CANDONGA,0.4503,NAT,101,98,95,93,91,87,45.4803,44.1294,42.7785,41.8779,40.9773,39.1761,Doce,Sudeste
154,SAO DOMINGOS,0.3071,NAT,91,86,83,87,90,85,27.946099999999998,26.4106,25.4893,26.717699999999997,27.639,26.1035,Baixo Paraná,Sudeste
155,RETIRO BAIXO,0.3346,NAT,92,89,84,80,78,76,30.7832,29.779400000000003,28.1064,26.768,26.0988,25.4296,São Francisco (SE),Sudeste
156,TRES MARIAS,0.436,NAT,446,407,377,358,341,330,194.456,177.452,164.37199999999999,156.088,148.676,143.88,São Francisco (SE),Sudeste
158,QUEIMADO,1.6404,NAT,39,38,36,34,33,31,63.9756,62.3352,59.0544,55.7736,54.1332,50.8524,São Francisco (SE),Sudeste
169,SOBRADINHO,0.2449,NAT,2061,1563,1180,1118,1100,1113,504.7389,382.7787,288.982,273.7982,269.39,272.57370000000003,São Francisco (NE),Nordeste
172,LUIZ GONZAGA,0.4425,NAT,2102,1563,1180,1118,1100,1113,930.135,691.6275,522.15,494.71500000000003,486.75,492.5025,São Francisco (NE),Nordeste
176,COMPLEXO,1.0213,NAT,2102,1563,1180,1118,1100,1113,2146.7726000000002,1596.2919000000002,1205.134,1141.8134,1123.43,1136.7069000000001,São Francisco (NE),Nordeste
178,XINGÓ,1.0781,NAT,2122,1563,1180,1118,1100,1113,2287.7282,1685.0703,1272.1580000000001,1205.3158,1185.91,1199.9253,São Francisco (NE),Nordeste
183,A. DIAS + SÁ CARVALHO,0.9364,NAT,39,36,34,34,34,33,36.5196,33.7104,31.837600000000002,31.837600000000002,31.837600000000002,30.9012,Doce,Sudeste
188,ITAPEBI,0.715,NAT,96,86,83,79,79,75,68.64,61.489999999999995,59.345,56.485,56.485,53.625,Jequitinhonha (NE),Nordeste
190,B. ESPERANCA,0.3784,NAT,508,421,365,351,338,318,192.2272,159.3064,138.116,132.8184,127.89920000000001,120.33120000000001,Parnaíba,Nordeste
191,CANA BRAVA,0.3868,NAT,577,534,491,454,422,388,223.18359999999998,206.5512,189.91879999999998,175.60719999999998,163.22959999999998,150.0784,Tocantins (SE),Sudeste
196,ROSAL,1.6903,NAT,20,20,19,18,21,17,33.806,33.806,32.1157,30.4254,35.4963,28.7351,Itabapoana,Sudeste
197,PICADA,1.1546,NAT,20,20,20,19,19,18,23.092000000000002,23.092000000000002,23.092000000000002,21.9374,21.9374,20.7828,Paraíba do Sul,Sudeste
198,SOBRAGI,0.7164,NAT,41,41,40,39,38,37,29.372400000000003,29.372400000000003,28.656000000000002,27.939600000000002,27.223200000000002,26.506800000000002,Paraíba do Sul,Sudeste
204,CACHOEIRA CALDEIRAO,0.1406,NAT,2757,2436,2497,2421,2235,2200,387.6342,342.5016,351.0782,340.3926,314.241,309.32,Araguari,Norte
205,CORUMBA IV,0.5836,NAT,74,71,66,62,59,56,43.1864,41.4356,38.5176,36.1832,34.4324,32.6816,Paranaíba,Sudeste
206,MIRANDA,0.6195,NAT,264,253,241,234,222,214,163.548,156.73350000000002,149.29950000000002,144.96300000000002,137.52900000000002,132.573,Paranaíba,Sudeste
207,CAPIM BRANCO 1,0.5114,NAT,266,254,242,235,223,215,136.0324,129.8956,123.7588,120.17899999999999,114.0422,109.951,Paranaíba,Sudeste
209,CORUMBA I,0.6294,NAT,320,296,278,263,249,236,201.408,186.30239999999998,174.9732,165.5322,156.7206,148.5384,Paranaíba,Sudeste
211,FUNIL-GRANDE,0.3549,NAT,161,147,139,136,133,128,57.1389,52.1703,49.3311,48.2664,47.2017,45.4272,Grande,Sudeste
213,SUIÇA,2.1132,NAT,6,6,6,6,9,7,12.6792,12.6792,12.6792,12.6792,19.0188,14.7924,Santa Maria da Vitória,Sudeste
215,BARRA GRANDE,1.4153,NAT,72,121,116,227,225,212,101.9016,171.2513,164.1748,321.2731,318.4425,300.0436,Uruguai,Sul
216,CAMPOS NOVOS,1.6063,NAT,110,149,127,199,245,213,176.693,239.33870000000002,204.0001,319.6537,393.5435,342.1419,Uruguai,Sul
217,MACHADINHO,0.8779,NAT,259,402,337,590,615,548,227.3761,352.9158,295.8523,517.961,539.9085,481.0892,Uruguai,Sul
220,MONJOLINHO,0.54,NAT,95,134,102,121,112,125,51.300000000000004,72.36,55.080000000000005,65.34,60.480000000000004,67.5,Uruguai,Sul
222,SALTO CAXIAS,0.5596,NAT,877,1375,937,1262,1203,1019,490.7692,769.4499999999999,524.3452,706.2152,673.1988,570.2324,Iguaçu,Sul
225,SALTO APIACÁS,0.2218,NAT,297,245,195,156,125,102,65.8746,54.341,43.251,34.6008,27.725,22.6236,Amazonas (SE),Sudeste
226,JURUENA,0.2969,NAT,145,141,138,135,134,132,43.0505,41.862899999999996,40.9722,40.0815,39.7846,39.1908,Amazonas (SE),Sudeste
227,SINOP,0.2431,NAT,949,881,829,785,725,713,230.70190000000002,214.1711,201.5299,190.83350000000002,176.2475,173.3303,Amazonas (SE),Sudeste
228,COLIDER,0.2078,NAT,1048,962,906,858,788,771,217.7744,199.9036,188.26680000000002,178.29240000000001,163.74640000000002,160.21380000000002,Amazonas (SE),Sudeste
229,TELES PIRES,0.5054,NAT,3109,2517,2187,2040,1716,1581,1571.2885999999999,1272.0918,1105.3098,1031.0159999999998,867.2664,799.0373999999999,Amazonas (SE),Sudeste
230,SAO MANOEL,0.2267,NAT,3151,2531,2198,2058,1731,1595,714.3317000000001,573.7777,498.2866,466.5486,392.4177,361.5865,Amazonas (SE),Sudeste
241,SLT VERDINHO,0.3742,NAT,124,119,116,117,117,114,46.4008,44.529799999999994,43.407199999999996,43.7814,43.7814,42.6588,Paranaíba,Sudeste
247,CACU,0.243,NAT,134,127,122,121,120,115,32.562,30.861,29.646,29.403,29.16,27.945,Paranaíba,Sudeste
248,B. COQUEIROS,0.3214,NAT,140,133,128,126,125,119,44.996,42.7462,41.1392,40.4964,40.175000000000004,38.2466,Paranaíba,Sudeste
249,OURINHOS,0.0962,NAT,69,72,66,90,120,101,6.6377999999999995,6.926399999999999,6.3492,8.658,11.543999999999999,9.716199999999999,Paranapanema (SE),Sudeste
251,SERRA FACAO,0.6489,NAT,107,108,101,96,90,86,69.4323,70.08120000000001,65.5389,62.2944,58.401,55.805400000000006,Paranaíba,Sudeste
252,ITIQUIRA II,1.2239,NAT,65,61,59,59,59,57,79.5535,74.6579,72.2101,72.2101,72.2101,69.7623,Paraguai,Sudeste
253,SÃO SALVADOR,0.2149,NAT,648,590,541,499,464,426,139.2552,126.79100000000001,116.2609,107.2351,99.7136,91.54740000000001,Tocantins (SE),Sudeste
254,PEDRA DO CAVALO,0.9483,NAT,35,14,14,14,14,15,33.1905,13.276200000000001,13.276200000000001,13.276200000000001,13.276200000000001,14.2245,Paraguaçu,Nordeste
255,IRAPÉ,1.4533,NAT,53,50,47,45,42,40,77.0249,72.665,68.3051,65.3985,61.0386,58.132000000000005,Jequitinhonha (SE),Sudeste
257,PEIXE ANGICAL,0.2408,NAT,1168,1032,933,857,795,728,281.2544,248.5056,224.66639999999998,206.3656,191.43599999999998,175.30239999999998,Tocantins (SE),Sudeste
259,ITIQUIRA I,0.7685,NAT,65,61,59,59,59,57,49.9525,46.878499999999995,45.341499999999996,45.341499999999996,45.341499999999996,43.8045,Paraguai,Sudeste
261,FOZ DO RIO CLARO,0.2395,NAT,152,143,137,136,134,128,36.403999999999996,34.2485,32.811499999999995,32.571999999999996,32.092999999999996,30.656,Paranaíba,Sudeste
262,GUILMAN,1.0066,NAT,38,35,34,33,33,32,38.2508,35.230999999999995,34.224399999999996,33.2178,33.2178,32.2112,Doce,Sudeste
263,PORTO ESTRELA,0.4593,NAT,75,73,70,69,71,68,34.4475,33.5289,32.150999999999996,31.691699999999997,32.6103,31.2324,Doce,Sudeste
269,BALBINA,0.208,NAT,1160,1168,1245,1223,1235,1147,241.28,242.944,258.96,254.384,256.88,238.576,Amazonas (N),Norte
270,SERRA DA MESA,1.0404,NAT,508,477,441,408,379,349,528.5232,496.2708,458.8164,424.4832,394.3116,363.0996,Tocantins (SE),Sudeste
271,ESTREITO TOC,0.211,NAT,4050,3153,2831,2614,2438,2242,854.55,665.283,597.341,551.554,514.418,473.062,Tocantins (N),Norte
273,LAJEADO,0.3315,NAT,1816,1495,1343,1232,1142,1044,602.004,495.59250000000003,445.2045,408.408,378.57300000000004,346.086,Tocantins (SE),Sudeste
275,TUCURUI,0.5496,NAT,20988,16102,12622,10066,8225,6868,11535.004799999999,8849.6592,6937.0512,5532.2735999999995,4520.46,3774.6528,Tocantins (N),Norte
277,CURUA-UNA,0.1679,NAT,385,385,362,336,303,276,64.6415,64.6415,60.779799999999994,56.4144,50.8737,46.340399999999995,Amazonas (N),Norte
278,MANSO,0.508,NAT,133,98,78,73,70,67,67.56400000000001,49.784,39.624,37.084,35.56,34.036,Paraguai,Sudeste
279,SAMUEL,0.2762,NAT,855,611,454,416,344,288,236.151,168.7582,125.3948,114.89920000000001,95.0128,79.54560000000001,Amazonas (SE),Sudeste
280,COARACY NUNES,0.1795,NAT,2768,2443,2505,2428,2242,2207,496.856,438.51849999999996,449.6475,435.82599999999996,402.43899999999996,396.1565,Araguari,Norte
281,P.PEDRA,2.2106,NAT,74,72,70,71,71,70,163.5844,159.1632,154.742,156.9526,156.9526,154.742,Paraguai,Sudeste
283,SANTA CLARA - MG,0.4495,NAT,52,59,57,56,57,53,23.374000000000002,26.520500000000002,25.6215,25.172,25.6215,23.8235,Mucuri,Sudeste
284,14 DE JULHO,0.3016,NAT,48,121,102,197,197,256,14.476799999999999,36.4936,30.763199999999998,59.4152,59.4152,77.2096,Jacuí,Sul
285,JIRAU,0.155,NAT,34940,29853,26084,25429,22753,20701,5415.7,4627.215,4043.02,3941.495,3526.715,3208.655,Amazonas (SE),Sudeste
286,QUEBRA-QUEIXO,1.035,NAT,28,38,35,60,59,48,28.979999999999997,39.33,36.224999999999994,62.099999999999994,61.065,49.67999999999999,Uruguai,Sul
287,SANTO ANTONIO,0.1589,NAT,35837,30362,26525,25818,23099,21013,5694.4993,4824.5218,4214.8225,4102.4802,3670.4311000000002,3338.9657,Amazonas (SE),Sudeste
288,PIMENTAL,0.0,NAT,15784,15953,15352,15311,13080,10909,0.0,0.0,0.0,0.0,0.0,0.0,Xingu,Norte
290,SANTO ANTONIO DO JARI,0.2315,NAT,2149,2573,3344,3297,3240,3004,497.49350000000004,595.6495,774.1360000000001,763.2555,750.0600000000001,695.426,Amazonas (N),Norte
291,DARDANELOS,0.8689,NAT,813,677,545,517,438,375,706.4157,588.2453,473.5505,449.2213,380.5782,325.8375,Amazonas (SE),Sudeste
292,BELO MONTE ART,0.8185,ART,8868.167142857143,10416.44,11194.711428571429,11957.781428571428,10099.445714285714,8301.108571428571,7258.594806428571,8525.85614,9162.871304285714,9787.444099285714,8266.396317142857,6794.4573657142855,Xingu,Norte
294,SALTO,0.4502,NAT,114,110,107,108,108,105,51.3228,49.522,48.1714,48.6216,48.6216,47.271,Paranaíba,Sudeste
295,JAURU,0.9297,NAT,91,85,82,82,82,80,84.6027,79.0245,76.2354,76.2354,76.2354,74.376,Paraguai,Sudeste
296,GUAPORÉ,1.5452,NAT,43,39,37,37,37,36,66.44359999999999,60.2628,57.172399999999996,57.172399999999996,57.172399999999996,55.627199999999995,Amazonas (SE),Sudeste
297,FERREIRA GOMES,0.1499,NAT,2794,2463,2525,2448,2260,2225,418.8206,369.2037,378.4975,366.9552,338.774,333.52750000000003,Araguari,Norte
299,ILHA POMBOS,0.2702,ART,235.09473684210525,199.68947368421053,193.44736842105263,191.68947368421053,187.68947368421053,179.32631578947368,63.52259789473684,53.956095789473686,52.26947894736842,51.794495789473686,50.71369578947368,48.453970526315786,Paraíba do Sul,Sudeste
302,PIMENTAL_ART,0.114,ART,6915.832857142857,5536.5599999999995,4157.288571428571,3353.2185714285715,2980.5542857142864,2607.891428571429,788.4049457142858,631.16784,473.93089714285713,382.26691714285715,339.78318857142864,297.29962285714294,Xingu,Norte
303,FONTES,2.7014,ART,11.0,10.0,10.0,9.0,8.0,7.0,29.7154,27.014,27.014,24.3126,21.6112,18.9098,Paraíba do Sul,Sudeste
306,PEREIRA PASSOS,0.3233,ART,88.90526315789474,102.31052631578947,97.55263157894737,101.31052631578947,99.31052631578947,92.67368421052632,28.743071578947365,33.076993157894734,31.538765789473683,32.75369315789474,32.10709315789474,29.961402105263158,Paraíba do Sul,Sudeste
318,H.BORDEN,5.6808,ART,26.7,15.2,12.9,19.0,17.7,15.4,151.67736,86.34816,73.28232,107.9352,100.55015999999999,87.48432,Alto Tietê,Sudeste
