REGIAO,ENA1,ENA2,ENA3,ENA4,ENA5,ENA6
Nordeste,6163.054,4588.705800000001,3496.9326,3313.5432000000005,3260.9118,3285.9671000000003
Norte,22547.126752142856,20822.439380000003,19778.12780142857,18795.592116428572,15977.662505714286,13524.073688571429
Sudeste,37428.114884210525,32796.35674736842,30085.534563157897,29704.213668421053,28520.808668421054,26745.959278947368
Sul,4838.9746000000005,5923.7472,6149.2318,8318.2424,7972.8804,7195.0977
