REGIAO,PERC1,PERC2,PERC3,PERC4,PERC5,PERC6
Nordeste,-3.3924879275332955,-4.226323922471706,-3.1426629523076755,0.16025071890363146,6.098324194974566,13.221886092703238
Norte,-0.1706649162969635,-0.36664988757225936,3.469181240638962,6.085161354152554,8.187057051494572,10.904719978956619
Sudeste,-0.3110986641519499,-0.6079680997016681,2.6525878993777696,1.2748237891632093,0.0038722950464989176,0.5500002571542114
Sul,1.10511723235219,1.4625334898041844,0.7887764966624426,0.4661138135731124,0.20874670619537702,0.21590403778916878
