Posto,NOME,Tipo,BACIA,REGIAO,PRODUTIBILIDADE,ENA1_DIF,ENA2_DIF,ENA3_DIF,ENA4_DIF,ENA5_DIF,ENA6_DIF
1,CAMARGOS,NAT,Grande,Sudeste,0.2076,0.0,0.0,-0.20759999999999934,0.0,-0.20759999999999934,-0.20759999999999934
2,ITUTINGA,NAT,Grande,Sudeste,0.2437,0.0,0.0,-0.24370000000000047,0.0,-0.2436999999999987,-0.24370000000000047
6,FURNAS,NAT,Grande,Sudeste,0.813,-0.8129999999999882,-0.8129999999999882,0.0,0.0,-0.8129999999999882,0.0
7,MASC. DE MORAES,NAT,Grande,Sudeste,0.3471,0.0,-0.34710000000001173,0.0,0.0,0.0,-0.3470999999999833
8,ESTREITO,NAT,Grande,Sudeste,0.5437,-0.5437000000000012,-0.5437000000000012,-0.5437000000000012,-0.5437000000000012,-0.5437000000000012,-0.5437000000000012
9,JAGUARA,NAT,Grande,Sudeste,0.3944,-0.3943999999999903,-0.3943999999999903,0.0,0.0,-0.3943999999999903,0.0
10,IGARAPAVA,NAT,Grande,Sudeste,0.1523,-0.15229999999999677,-0.15229999999999677,-0.15229999999999677,0.0,-0.15229999999999677,0.0
11,VOLTA GRANDE,NAT,Grande,Sudeste,0.2482,-0.2481999999999971,-0.2481999999999971,-0.2481999999999971,-0.2481999999999971,-0.2481999999999971,-0.2481999999999971
12,P COLOMBIA,NAT,Grande,Sudeste,0.2012,-0.20120000000000005,-0.20120000000000005,-0.20120000000000005,0.0,-0.20120000000000005,0.0
14,CACONDE,NAT,Grande,Sudeste,0.8259,0.0,-0.8259000000000007,-0.8258999999999972,0.0,-0.8259000000000007,0.0
15,EUC DA CUNHA,NAT,Grande,Sudeste,0.7502,0.0,0.0,-0.7501999999999995,-0.7501999999999995,-0.7501999999999995,-0.7501999999999995
16,LIMOEIRO,NAT,Grande,Sudeste,0.2209,-0.22090000000000032,-0.22089999999999854,0.0,-0.22089999999999854,0.0,-0.22090000000000032
17,MARIMBONDO,NAT,Grande,Sudeste,0.5183,-1.0366000000000213,-1.0365999999999076,-1.0366000000000213,-1.0366000000000213,-1.0366000000000213,-0.5183000000000106
18,AGUA VERMELHA,NAT,Grande,Sudeste,0.4625,-1.3874999999999318,-1.3875000000000455,-1.3874999999999318,-1.3875000000000455,-1.3875000000000455,-0.9249999999999545
22,BATALHA,NAT,Paranaíba,Sudeste,0.3551,0.0,0.0,0.0,-0.3551000000000002,0.0,-0.3551000000000002
23,CORUMBA III,NAT,Paranaíba,Sudeste,0.3471,-0.6942000000000021,-0.6942000000000021,-0.3470999999999975,-0.6942000000000021,-0.3471000000000011,-0.6941999999999986
24,EMBORCACAO,NAT,Paranaíba,Sudeste,1.1582,-1.158200000000022,0.0,0.0,0.0,-1.1581999999999653,-1.158200000000079
25,NOVA PONTE,NAT,Paranaíba,Sudeste,0.9669,0.9669000000000096,0.0,0.9669000000000096,0.9668999999999812,0.9668999999999812,0.0
28,CAPIM BRANCO 2,NAT,Paranaíba,Sudeste,0.4169,0.41689999999999827,0.0,0.41689999999999827,0.4169000000000125,0.0,0.0
31,ITUMBIARA,NAT,Paranaíba,Sudeste,0.7027,-6.324299999999994,-5.621599999999944,-5.621600000000058,-5.621599999999944,-4.918899999999894,-4.216199999999958
32,CACH DOURADA,NAT,Paranaíba,Sudeste,0.2702,-2.4318000000000097,-2.1615999999999644,-2.1616000000000213,-1.891399999999976,-1.891399999999976,-1.891399999999976
33,SAO SIMAO,NAT,Paranaíba,Sudeste,0.6355,-4.448499999999967,-4.448499999999967,-4.448500000000195,-3.813000000000102,-3.813000000000102,-3.177500000000009
34,ILHA SOLTEIRA,NAT,Alto Paraná,Sudeste,0.3869,-4.642800000000079,-4.642800000000079,-4.255900000000111,-3.482099999999946,-3.482099999999946,-3.482099999999946
37,BARRA BONITA,ART,Tietê,Sudeste,0.1776,-0.515039999999999,-0.1775999999999982,-0.4972799999999964,-0.6748800000000017,-0.4972800000000035,-0.3552000000000035
38,BARIRI,ART,Tietê,Sudeste,0.1848,-0.5359199999999973,-0.3696000000000055,-0.7022400000000033,-0.5174399999999935,-0.5174400000000006,-0.18480000000000274
