REGIAO,ENA1_sDIF,ENA2_sDIF,ENA3_sDIF,ENA4_sDIF,ENA5_sDIF,ENA6_sDIF
Nordeste,-214.6370999999995,-196.58960000000016,-119.14679999999979,5.6403999999998575,201.69570000000002,414.68120000000005
Norte,-35.429800000000284,-69.58259999999952,615.4344000000009,939.9592000000016,1051.0484000000001,1166.279199999999
Sudeste,-115.20860000000026,-206.78010000000052,848.1417999999992,402.2695000000002,1.1759999999996325,157.26337894736884
Sul,50.8701,110.28839999999975,64.13970000000009,33.814400000000084,22.407299999999587,27.006300000000266
